coffee_shop_name,full_review_text,sentiment
Coffee Shop 3,"Really good coffee. We got a cappuccino and a pour over and they were both excellent. Unlike many coffee places that merely go thru the motions, they seem to take great care at pulling their shots, resulting in delicious flavors instead of that burnt nastiness some places expect you to believe is norm. Their cappucino finished with lingering sweetness kind of like maple syrup.  The people were also very friendly. We bought a bag of their Los Pinos coffee beans on the way out. Too bad they didnt have their espresso blend available to purchase but we will just go back again for next time.",1
Coffee Shop 3,"This wonderful little place is a short walk from my job. I braved the cold and wind this morning and walked over and I'm so glad that I did. I love this place!! First, it is nestled in the growing avenue of Rock Rose and I'm so excited to see what else is coming. If the quality and ambiance of Two Hands is any example of what is coming then they are on point 100%.  I decided to order two items just to get a sample of their menu. I ordered a Mixed Greens Juice and a Chai Tea Latte. The Chai is delicious, just the right amount of spice, it was the perfect temperature and blows the socks off any I can remember. The Mixed Greens Juice is really good, really fresh and flavorful.  The prices are not too bad, the Chai was $4 and the Mixed Greens was $7. I noticed that they had a nice offering of salads and sandwiches on their menu. They also offer an assortment of baked goods. Their drinks menu has plenty to choose from and I am excited to keep trying it all out.  The best part for me was the service. The owner and the sweet lady at the counter were both welcoming, friendly and talkative. They made me feel like I wanted to stay and have a chat with them.  Anyone that chooses to go to the Starbucks a few streets over is out of their mind. This place has everything a coffee place could offer. The interior was inviting and well decorated. Nothing about Two Hands feels generic. It is a perfect addition and I can't wait to go back!",1
Coffee Shop 3,What can I say about two hands! It's so BEAUTIFUL. The attention to detail is so thoughtful and the quality of the product is outstanding! Talking with Aamil the owner is so fun he is kind and so knowledgable! He has a passion for his products and even gives back to some of the farmers! He has 6 tap handles of all craft beer and a list of fresh juices which is perfect for someone like me who doesn't love coffee as much as my Boyfriend does! They even have happy hour Monday-Friday -$1.00 draft beer... I'm in heaven! Keep up the great work Two Hands! We will be back :) Beautiful Latte! Owner Aamil. Paradise juice !!,1
Coffee Shop 3,"10 check-ins The Domain in Austin offers a variety of stores to shop, places to eat, and things to do. However, the location does little to offer for coffee other than Starbucks, the Steeping Room and restaurant coffee. Until now  Two Hands Coffee is a coffee shop my girlfriend, who already posted a review that is probably more insightful and enjoyable to read, recommended to me (by that I mean forced to tag along). The shop sits on Rock Rose ave, a hidden road that will be filled with new stores in the Domain. At first glance upon the minimal yet appealing decor, I knew I was in for a treat.  I took my gf and two sisters to try this place out. We ordered two vanilla iced lattes, a special Juice (I forget the name but I remember the price of $7) and a hot latte for about $20, fairly priced! I noticed that their bakery options are from Quacks, which is a local bakery near me that I often enjoy a pie or two. Coffee was good and to everyone's liking, but most importantly the juice apparently made my sister feel healthier within 5 minutes of drinking it. Wow  The vast interior and high ceilings give an open, relaxed vibe to the shop. Order your drinks/food, get handed a number and find a relaxing seat next to their huge window or a nice table with friends and a few minutes later someone will come out and bring your order to you. First time I've experienced this in a coffee shop!  Upon leaving, the manager/owner (i'm not too sure) came up to greet and thank us for our visit! An extremely nice gesture that gave me the extra push to declare this neat coffee shop as my new go-to coffee shop outside of home!",1
Coffee Shop 3,"2 check-ins This is one of my new favorite go-to places in Austin for coffee. Previously known as Two Hands, Apanas is great for coffee and beer/wine drinkers. I especially like that they offer both options because I have a couple of friends that don't drink so this place caters to both of our moods :) They also have juices and pastries as well so it's more than just your typical coffee shop. The vibe is cool and the staff is superb! I've gone on both week nights and weekend nights and have always had a pleasant experience. Sometimes there is a musician playing live music which is always delightful. I highly recommend stopping here. Only downfall is that the close ""15 minute parking"" section isn't always open to the public, and the parking garages are kinda far from the shop itself. So if you plan to stop in ""quick"" to get coffee on-the-go, it may take you about 15 minutes just to find a parking spot and then walk there. Otherwise, I'm still happy to go back. I just need to be sure I have enough time alloted!",1
Coffee Shop 3,"Located on the new and up and coming Rock Rose strip in the Domain, this coffee shop would be a nice compliment to the bars and restaurants there if it wasn't lacking so much. I gave this business two stars for their coffee because the coffee itself was about the only enjoyable part of our experience. If you're in the area and need a quick pick-me-up I'd still hit this place up over Starbucks... Unless you're in a hurry. If you are, then just forget it.  The decor is nice, but not quite nice enough for those prime real estate. There just seems to be something missing in the atmosphere. The place just feels a bit dead and the staff didn't seem to add much life into the place either.  My girlfriend and I decided to give this place a shot and were disappointed by the service-time and the staff. After placing your order, they hand you a number so that they can deliver it to your table. We were waiting for what seemed to be much longer than typical for a coffee shop, so I stepped back in from the patio to see if they had forgotten our order. They assured me that they were still working on it... Odd, since we had only seen a couple people in line before us. I went back outside to wait some more... Waiting... Waiting... Finally, I went back inside to see what was taking so long. I asked again where things were at and my question was met with a tone that communicated ""we're working on it you impatient customer,"" to which I asked to speak to the manager. Turns out that was the manager, so I asked him to have a word with me after he finished our drinks. He stepped aside and I explained that we felt we'd been waiting for like 20 minutes... And rather than apologizing for the inconvenience, he stopped me, walked over to the receipt printer and checked the time stamp on our order so that he could challenge me on how long we had actually been waiting. REALLY!?! A customer is upset about how long things are taking and you want to argue with them about details? Wow! Anyways, 10 minutes. That's how long he admitted it had been already... And our drinks still weren't made. I've visited over 30 coffee shops (literally) in Austin and I can't remember it ever taking that long to make a couple of simple espresso drinks, even with a line in front of me. But the bigger issue was the manager's attitude. He proceeded to ask me with an air of condescension if we were in a hurry ""or something."" He explained that they had had a spill, that they could only pull three shots at a time, etc, etc... I wasn't asking for any freebies or handouts, just some respect and an apologetic tone for taking so long. All I felt like I got was defensiveness.  After waiting outside for a few more minutes, we were finally brought our drinks. There was no offer to make things right or a check to see if anything else could be done to ensure our experience was a good one. Needless to say the whole thing left a bad taste in our mouths and we won't be returning anytime soon.",0
Coffee Shop 3,"Small craft beer selection, and 3/4-sized sandwiches for $9.00 that I saw you pull pre-made from a fridge?  Epic fail.  My only conclusion is that your target market consists of people with more money than sense.",0
Coffee Shop 3,I live in the domain so it's such a short walk to grab some of the best coffee. Management and staff are very kind. They even offer beer and wine for those evenings when needed. Hazelnut latte,1
Coffee Shop 3,My favorite coffee shop in the domain area. I go there every week to hanging out with my friends. Loved it!!!,1
Coffee Shop 3,Great outdoor environment and lots of seats available. We love its location - close to Domain but still distant away from crowds. Their drip coffee taste good.,1
Coffee Shop 3,"Very nice coffee lounge with lots of natural light. This place gets a five star because of its great options. Fantastic coffee, tea, bear, FRESH JUICE, pastries and breakfast tacos. Fun and friendly shop.",1
Coffee Shop 3,"4 check-ins Really great coffee.. I tried their drip and their hazelnut latte and overall the coffee hits the right spot. So as a coffee house it does what it's supposed to do !  As much as I wanted to i could not take away two stars (felt really mean to do that ) for two major faults (one because of the location and two, well.. )  1. Parking is a nightmare if you plan to come here during weekends. This Is because of the location,I understand so I did not take away the star. Haven't been here during weekdays so don't know how the situation is then.  2. INTERNET connection issues.. now a days coffee shops have become more of a working spots than just coffee drinking spot.. and it feels that their Internet just poops out if there are too many people in the spot. I hope they can fix that coz this is a really good spot to come and work as well as relax !",1
Coffee Shop 3,"Y'all! This place was great. All baristas were soo friendly. Pastries and drinks were spot on! There's wifi and plenty of cozy spots to get homework done. The background music is a bit loud, but if you can handle that then you can get much studying done!",1
Coffee Shop 3,I thought I would never find better coffee than my many trips to Brazil. I was wrong. This is Righteous Coffee.,1
Coffee Shop 3,"Great coffee, service, and atmosphere! Great addition to the Rock Rose family! It's a really spacious place good for working during the day or grabbing a quick coffee.",1
Coffee Shop 3,"This place has a wonderful ambiance, not to  mention excellent coffee and juices! The staff was super friendly and attentive. It is right next to the new Tarka in the Domain.",1
Coffee Shop 3,"Very friendly and two hands down, the best coffee in the area. My family enjoys coming here severs times a week",1
Coffee Shop 3,"Best place to get some work done at the Domain. Located in the new Rock Rose area of the Domain, they offer Quack's pastries and are always very friendly. Not to mention the coffee and espresso drinks are amazing. They always have 2 types of drip coffee and multiple pour over varieties.  The entire staff is always friendly and knowledgeable with all of their offerings.  They also have beer on draft and hot sandwiches, but I've never had them before.",1
Coffee Shop 3,"I am their biggest fan of both the coffee and the juice. I'm talking about freshly made juice that lucky for me is heavy handed on the veggies instead of just being full of sugar.  Do yourself a favor and order yourself a Mighty Greens. Their coffee is just simply delicious. No bitterness ever. One day I will move past their caramel lattes to try something else like the excellent pour over coffee that everyone raves about, but for now I'm happy with my lattes. Aamil the owner is such a pro when it comes to hospitality.  You can tell he cares and you'll usually see him working his butt off and interacting with customers.  You won't find any cranky too cool for school baristas working here.  The staff is nothing short of amazing.  Everyone is really approachable and will offer suggestions.   They also have had live music here twice in the evenings and both artists have been excellent.  Hopefully trivia nights will be coming in the future.",1
Coffee Shop 3,First visit here. Love the pace and ambient music style. Ice tea was my choice so good so far. Serve staff were solid and pleasant. It appears locals would love to have this place.,1
Coffee Shop 3,"I love this place. The coffee is fantastic and everyone is really nice. They also serve juice and beer so they have something for everyone, yet still able to maintain an identity. Great place!",1
Coffee Shop 3,"Great place to work! Love their coffee, friendly service, fast internet, good lighting. I okay hesitate to write this review because I don't want it to get too packed! ;)",1
Coffee Shop 3,2 check-ins Nice new spot with good pour over coffee and food.  Serve local beer and wine too.  coffee is all fair trade and they have sandwiches and pastries too.   Park in the garage and walk over if you're visiting the domain. Bar area,1
Coffee Shop 3,Hands down the best coffee I've ever had. I never knew coffee could have so much flavor! Extremely friendly and knowledgable staff. A comfortable place to spend the day. My new go-to coffee shop!,1
Coffee Shop 3,"Ive stopped by here a couple times over the last few weeks. I can see parking being an issue, but both times, I stopped by around 8AM, so I was able to park right out front. Very clean and inviting space.  The baristas have been very friendly both times I went.  Its in the Domain, which is one of my least favorite places in the world to go, but its in the new Rock Rose section of the Domain, which is a little more tolerable.  That said, its relatively close to my house....  Ive ordered pourovers both times and theyre ok. Their coffee isnt great, but its certainly above average and they have the best beans you can get north of 2222 (where you can get Wild Gift at Thunderbird).  Their beer taplist looks to have a pretty solid selection. I didnt try any of their espresso-based drinks or pastries.    Definitely a solid choice if youre looking for good coffee in north Austin.",1
Coffee Shop 3,Loved this place. Visiting a friend and wanted to try some local coffee. Super friendly staff and the coffee was awesome. Loved my mocha latte. My friends got chai lattes and said they were a little milky but good.,1
Coffee Shop 3,"Great coffee shop, really enjoyed my time here. Everyone was very friendly and the atmosphere was very welcoming and relaxing.",1
Coffee Shop 3,"I have struggled to find good coffee around where I stay, which is 25 min North of downtown. Life is really hard without access to good coffee, especially that I sometimes work from home. All the highly rated cafes around my place were all disappointments.  Guess suburb population tends to appreciate yummy sugary coffee flavored milkshake way more than real coffee.  In Austin, Houndstooth was my favorite , but a bit far from mine and it's N. Lamar location does not have enough tables for work. I am so please to find Two Hands, and now I go there every weekend for work, even though it still takes me 15 minutes to get there. The coffee is spot on. The cappuccino and expresso macchiato are both well made, with the right temperature and good quality beans, allowing the expresso taste shine through the foaming milk. Nice staff. Yummy pastry. (Macaroon is my fav! Ask them to heat up!) good space for work.",1
Coffee Shop 3,it is very good  the coffee is very good my dad got the drip coffee with vanilla added. and we both got the banana nut bread very tasty and the staff was nice and friendly and a convenient location,1
Coffee Shop 3,"I love this little coffee stop. It's just around the corner from my apartment (win #1) the coffee is delicious (win #2) and the employees are super pleasant to be around (win #3.) Check it out, have a cup of something, or a little bite to eat, and relax.",1
Coffee Shop 3,"Best coffee in North Austin! Pour overs, espresso drinks, delicious juice and BEER! 6 taps.",1
Coffee Shop 3,"2 check-ins Amazing place!! Until they opened, I cannot say I had found a local coffee shop in my neighborhood (North Austin) that was not a Starbucks. Great atmosphere and I especially love that they acknowledge their customers: they recognize you and actually check up on you. I also love that they have a quiet area with no speakers, something other places definitely lack. A great place to get a good cup of coffee (they have great almond milk lattes!!) and get work done or have a conversation with a friend without the need to yell. I also appreciate that their coffee is fair trade and that they recycle! No Styrofoam here!! I have definitely found my local coffee shop!",1
Coffee Shop 3,Great environment. Pour over is out of world. Staffs are awesome. Fresh juuce is one of the best in area. They have 6 tap draft beer. Pastries from Quack bakery is amazing Great pour over coffee.,1
Coffee Shop 3,"Stopped in yesterday for the first time-- Best pour-over coffee I've had!  Also enjoyed a Salty Oat cookie from Quack's bakery in Hyde Park (central Austin), which nearly made me cry with nostalgia, since I used to live two blocks south of Quacks, and have loved those cookies for 15 years (but haven't had one in 10 years...).  Two Hands has a really nice open and light atmosphere with lots of comfortable seating.  Its welcoming and warm without being a dark noisy cave like the big-chain coffee house we all know about...  I'll definitely be back!",1
Coffee Shop 3,"Good coffee options. Clean, with lots of light, good windows, nothing cramped or dark about it. Only been once, for a pour-over. Better experience all around than Starbucks. Reasonable price. Good flavour to the coffee (bright, citrusy). Good body. And nice arms. If you know what I mean.",1
Coffee Shop 3,"Awesome coffee and awesome vibe! They have a little nook in the corner for ""quiet study"" and there are plenty of outlets there. Definitely worth checking out!",1
Coffee Shop 3,coffee is to die for and the ambiance is just my style,1
Coffee Shop 3,"This place is my new living room. Amazing coffee, great beers on draft, even fresh juices. The staff is super friendly and the room somehow feels spacious and cozy at the same time. Just a perfect blend of everything you could want in a coffee shop.",1
Coffee Shop 3,First to Review Great environment with great coffee! Two hands is simple and inviting! I can't wait to study here! What else can you ask for?,1
Coffee Shop 3,Pretty good coffee at a location that's convenient to me. The deal breaker though is that you can't connect to Wifi with your company laptop. I came here on a Sunday afternoon an hour and half before my yoga class at Corepower Yoga across the street. Brought my work laptop thinking I could do some work before the yoga class. I spent 10 mins trying to connect to their wifi and eventually gave up and asked for help. The guy at the counter asked if I was using a company laptop. Apparently they've been having this problem for a while. I've never encountered this at other coffee shops before. I guess I won't return until they fix this problem.,0
Coffee Shop 3,"I just moved into an apartment in the domain and checked out this coffee shop today. It is on a street with lots of bars so I did not know quite what to expect. The atmosphere is chill and they have coffee, sandwiches, beer and wine. It was a good spot to sip some wine and read my kindle. I had no issues with thr wifi. I will be back.",1
Coffee Shop 3,This place is perfect for studying or reading during the week.  Very laid back feel.  The owner is always there and he is very amiable. My fiance and I are regular coffee drinkers that used to go to Starbucks twice a week but now go almost exclusively to Two Hands.  We usually get lattes which are amazing but they have a great beer selection as well.,1
Coffee Shop 3,"Best cup of coffee in town. Aamil and the baristas there are not only hospitable, but they take the time to get to know you; they are passionate about coffee as well. Great atmosphere -- somewhere you can spend hours and feel at home.",1
Coffee Shop 3,"I love the coffee here. These folks have a real relationship with the farmers in Nicaragua.   The flavor is exceptional and the atmosphere is sedate and relaxing. Did I mention...Good Coffee!!  Stop by for a cup, you'll love it too.",1
Coffee Shop 13,"3 check-ins Great service, lunch items, yummy spinach salad, and full moon latte (blackberry white mocha--LOVE their house-made blackberry syrup) with soy milk every time! Fave lunch at Corona Cafe-full moon latte and spinach salad. Full moon latte (blackberry white mocha), LOVE their house-made blackberry syrup! I've become a regular!",1
Coffee Shop 13,"11 check-ins This is a locally owned Austin business and for that reason alone you should check it out.  Naiman and his staff serve up awesome coffee and tea drinks that can be ordered hot or cold.  My personal favorite is the Luna (Coffee with Mexican Chocolate) topped with whipped cream.    They have a funky decor and have paintings and artwork hanging up to enjoy and purchase which are all done my local Austin artists.  In addition to drinks they offer breakfast tacos, sandwiches, cookies, bagels and other treats.    Check in on Yelp for 10% off your order.",1
Coffee Shop 13,"I will start with the things that were good.  The space was nice and cozy, there is nice art on the walls and the service is great.  I didn't have a hard time parking and there was only a 3 minute wait to order my food.  Full disclosure, I didn't come here for coffee.  I came here to grab a quick lunch and work for about an hour.  I grabbed a caprese sandwich and the lemon lime ginger echinacea soda.  Unfortunately they were both awful.  I really wanted to like them  I was really hungry and this set me back $13 with tax & tip.  But the sandwich had just been pulled out of the fridge and was a half sandwich- for $7.50, you can just give me the whole thing.  But really it would have just been a whole sandwich of sad.  There was no flavor and the bread had been soaked through in places so the texture was gross.  Luckily it came with a bag of chips which was definitely the best part of my meal.  Then I tried to wash the chips down with some of the soda and it was so disappointing!  It was over carbonated, and also has little flavor.  Maybe they forgot to add sugar to it? I'm not sure.  Anyway, maybe just come here for the coffee and don't stay for the food?",0
Coffee Shop 13,Cute neighborhood book with good coffee and local snacks from some of your favorites-- including a small selection of Fricanos sandwiches. Happy to see a lot of of local charm on this busy fast food dominated corridor. I look forward to much more character coming to this failsafe flipping and investing part of town.,1
Coffee Shop 13,Great little coffee shop. I found it on my way to a professional development class at the Embassy Suites on 35 frontage. This will be a regular stop for me if I take more classes up this way.,1
Coffee Shop 13,"4 check-ins ROTD Ok, this is the most authentic, anti-corporate, true coffee shop I have ever been to.  Naimen is the owner/operator and the most knowledgeable person on coffee I have ever met.  If this isn't obvious in the craftsmanship he applies to his trade, then you aren't a true coffee fan. If you continue to visit and listen to his coffee conversations, you can't help but learn a ton.    Now for the coffee...I am a traditional coffee person.   I like my coffee black, no cream, no sugar; so yes, I am boring.   I find those that order their triple half-caff double Chia latte with cinnamon revolting people that talk more about themselves, the Kardashians, vaccinations and whatever other mindless nonsensical fad happens to be popular.  You can find these people at the green and white place happily displaying their latest technology as a status symbol, but I digress.    I was so impressed with Naiman's knowledge I threw caution to the wind and left my coffee experience in his hands.  He had no clue that I liked my coffee plain Jane with the only question being ""whole milk?"", to which I said ""yes.""   After the typical slam bang of the espresso machine I was presented with the non-descript white cup with the to-go lid in place.  I didn't care to take the lid off top to see what was inside as the first sip would tell me more than any visual.  As I take that first sip, he asks, ""So?""  My mind is now seriously confused.   I detected a bit of mocha but the strength of the espresso bean and the silky smooth sensation of real whole milk froth.   I ponder the fact that I like this; no, I REALLY like this.  My response is a guarded one of ""Café Mocha but there is something strange and delicious."" His response startled me.  Naimen revels to my shock and horror that I just had a ""BLACKBERRY LATTE!""  I think to myself, how can this be?  I am a normal blue collar coffee type!  I am not a one bite fruit guy.  I love my droid and my Linux and my old school punk and all things anti-latte, yet I somehow love this blend.   The elegance of the blackberry syrup made and espresso bean creating a slight hint of Mocha combined with the smoothness of whole milk is a testament to molecular gastronomy.  I have now come to the conclusion that as long as a craftsmen is true to their craft, I can respect that.  I can not only respect it, I can admire it.  Corona Café is a true rarity and certainly respects that art of coffee brewing and blending.   While the green and whites are painting by number, Naimen is a true artist. Art work for sale From the inside...",1
Coffee Shop 13,"Listed in Yelp 100 Challenge 2016, Austin Spots Really like the vibe here. Immediately liked the owner as he was polite, positive, and very knowledgable about his craft. He's like a mixologist with coffee. He was training a new barista when I arrived so I got the pleasure to hear him talk a bit about the chemistry of the decisions he was making while brewing.  Ordered the Blackberry Dark Mocha and holy crap, one of the best coffees I've had. Not too sweet with lots of flavor. Most coffee shops cover up the lack of complexity in their coffee drinks with more sugar, which I hate.  Wish I was living in Austin again to hit this place up every day. Come here and you won't be disappointed.",1
Coffee Shop 13,This guy knows his stuff. I love that they offer a wide variety of ad ins and the different types of milk (ie: almond milk etc.) I had the Apollo (blackberry orange dark chocolate mocha) Delicious! Husband had the cinnamon cappuccino which was also super yummy! Try this place out! Going back tomorrow,1
Coffee Shop 13,"I came here because of the good reviews on yelp. I'm always in the area and I'm starting to realize how overrated Starbucks can be. So I decided to give this little place a try. I was not disappointed. I was greeted as soon as I walked in. I already knew what I wanted, the orange dark chocolate mocha but still took a look in the menu to confirm the name of the drink. It's called JUPITER. It's pretty cool, the whole menu is based on planets and solar system. My drink was delicious!! I paid $5.50 for a medium size. The owner introduced himself and he seemed to really put a lot of attention and he made sure the drink was made to perfection. He told me, ""I hope you love it"" and went on to tell me how everything is made by him, the process of the orange syrup and all. I was defiantly impressed! I will defiantly be back!!",1
Coffee Shop 13,"Listed in Lunch Austin!, Four Star+ Coffee I'm writing this as I sip on some kind of magic latte that Naiman created for me after I dragged my haggard behind into Corona for some caffeine. (Normally I get a chlorophyll and green tea latte with almond milk, but today called for some extra oomph. I was clearly not disappointed.) As he described it, it tastes exactly like gingerbread. I agree, but it's 800x better than any gingerbread I've ever had. He also said, ""It's sometimes just really nice to have the time to make something special for someone."" Can it get better than that? Can it?!  Some other bright spots about Corona: they make a lot of their own flavors from scratch (the blackberry syrup is fantastic, and so is the long-brewed cinnamon/clove tea). (Edit: I previously thought they roast their own beans...someone who doesn't work there told me that! See Naiman's comment below. Does not change my opinion.) I found out today that the condensed milk is handmade. A lot of the baked goods are as well. They serve sandwiches from Fricano's that are delicious.  I highly recommend Corona to literally anyone with tastebuds. Just go.",1
Coffee Shop 13,"This is my new go-to coffee stop! Awesome cold brew with many choices for flavors (if you're into that like me.) I suggest cold brew with dark chocolate mocha and blackberry - yum. The owner is super cool and interesting to talk to. A great spot for a variety of coffee drinks and studying. Dark chocolate mocha + blackberry flavored cold brew. Very fresh, flavorful, and not too sweet.",1
Coffee Shop 13,"I simply love their innovative coffee and beverage inventions!  Small, not a lot of outlets, but the owners/baristas are so welcoming! Spicy Mexican Mocha latte! Not sweet and not a lot of cayenne, just like I like it!",1
Coffee Shop 13,"Laidback unpretensious coffee shop. Worth the stop for coffee, very limited food choices.",1
Coffee Shop 13,I was nervous about an important meeting when I tried this place out for the first time.  I walked in frazzled and walked out with a smile on my face.  The guy who took my order was genuinely friendly. I tried the Luna Mocha and it was delicious. Seriously made my day.,1
Coffee Shop 13,"Updated review I'm not really a coffee person, but I may have a new spot... I came thru and got myself a delicious chai tea latte (Really one of the best I've ever had! Not too spicy and you could taste the saffron.) and Naiman was so nice. I had never come here before and he gave me free almond milk. Will definitely be coming back!! Thanks for making me less sleepy!",1
Coffee Shop 13,"Best coffee in Austin, amazing homemade syrups and nice pre-made sandwiches to go.",1
Coffee Shop 13,"I never review anything unless it's really bad, but Naiman was so nice that I had to contribute positively. He told me that he hopes that I love my iced chai latte, which he made from scratch. Restroom smells great too.",1
Coffee Shop 13,"Don't judge a book by its cover. This place is located in a small strip mall in a run down area. When you walk it, complete 180. Fun, vibing place with an extremely friendly barista/owner. My wife and I went with the Blackberry Dark Mocha - drink was real smooth with no syrup bite which is huge for me. Subtle berry tons with creamy follow through. Highly recommend this place, it is worth a 10-15 min detour if you are located on the west side of town.",1
Coffee Shop 13,"Love this place! Great coffee and food, and the owner is awesome. It's obvious that he puts a lot of thought and has a ton of knowledge about what he serves, which I really appreciate. Also, it seems like everyone who goes here is a regular customer, which is a great sign.",1
Coffee Shop 13,"Just happened upon this little gem in a north Austin strip mall neighborhood. The coffee was good but the guy working the counter was delightful. Very nice and answered all our questions. The clientele is varied from in and outlets to stay and read the newspaper. He greeted everyone as if they were family. I will for sure be back. I dig the vibe. Finally something other than fast food, liquor stores, or pawn shops in the hood.",1
Coffee Shop 13,"Small, minimal, and cozy. Great coffee. The inside atmosphere is on the darker side, free wifi, and a small place to sit outside. Very knowledgable owner.",1
Coffee Shop 13,2 check-ins Brilliant. She was so helpful and kind to us- we had never been before. We all were pretty adventurous and we tried each others drinks and every single one was gorgeous tasting. Super tiny but well -maintained and used space. Could be dark but the walls are bright and the atmosphere very calm and welcoming. We are from out of town but we will definitely be returning before our drive home!,1
Coffee Shop 13,"Best coffee in town. Also excellent limeades, teas, horchata, etc. Pretty much anything they make themselves is fantastic, and they do make a lot themselves.",1
Coffee Shop 13,This place had incredible coffee and you couldn't ask for nicer service! I had a blackberry-lavender latte (the Blue Moon) and it was so good I wanted to marry it -- not too sweet and the coffee itself had a great flavor. I'd come here every day if I lived in Austin! A Blue Moon latte: blueberry and French lavender,1
Coffee Shop 13,Some of the best coffee in town. The Half Moon is my favorite. The staff is friendly and the prices are cheaper than the chains that serve warm sludge. All the ingredients are flavorful and amazing.,1
Coffee Shop 13,"Found a new coffee spot! This joint is about 5 miles from where my guy lives--it's worth the short drive for us. We came in on a Sunday around 1p for our first dose of caffeine and were not disappointed. The barista was a female with a calm, courteous, and just straight up 'good-people' demeanor: awesome! There was a short wait when we came in--no biggie! It's a smaller coffee shop with a single person on staff taking orders and making the drinks. The actual beverage I got was super tasty--I could still discern the flavor of the roasted espresso and it wasn't overwhelmed by the soy or syrup.",1
Coffee Shop 13,"Blackberry Pleiades awesome, strong wifi, intimate setting, clean ( gender neutral) bano, cute knick-knacks 4 sale, local bakery treats/snacks, comfy chairs...random location tho",1
Coffee Shop 13,This is my first Yelp review... I had the harvest moon latte and it was hands down the best latte I've ever had. Each latte takes a few minutes to make because of the care they take into making it. So make sure you have some time to go in and order to enjoy this delicious cup of joe. The staff was very nice. My friend had the blackberry latte (aka half moon) which was also amazing. Highly recommend!,1
Coffee Shop 13,"I read the reviews and made the long trek from SW Austin...This was a tiny hole in the wall place, with Austin charm. The staff was very friendly welcoming and nice...the $6.00 green tea chi late was not so great tasted very watered down..but others say it has been great. Best thing was that staff was nice.",0
Coffee Shop 13,"I just moved to the area and figured that I would take some visiting friends with me on my first trip to check this place out.  In short? We love this cafe.  It's intimate, not Starbucks-busy, and within walking distance. One friend ordered the house-developed green tea chai. The owner even took the time to describe the flavors with which he crafted this chai. (It's worth noting that the owner appeared to be pretty down-to-earth with no hint of pretentiousness, which is very welcome for an indie cafe!)  New favorite local coffee shop, hands-down.",1
Coffee Shop 13,Great coffee. Love this place. I definitely recommend coming here for a cup of coffee and wonderful service.,1
Coffee Shop 13,"This coffee shop is comfortable with a homey yet cool atmosphere, and of course, the specialty lattes are delicious! They have unique flavors such as pink Tibetan salt that pair wonderfully with their smooth, delicious coffee. They also sell Taco Mex breakfast tacos, the best in town. This place is truly a hidden gem, highly recommended.",1
Coffee Shop 13,This is my favorite coffee spot in all of Austin! The owners really know what they are doing and are super nice. I drive 20 mins just because I crave their iced lattes!,1
Coffee Shop 13,"This was a recommended casual meeting place and I could not have been more impressed.  If you want to support local, drop into Corona Cafe and order anything. Friendly service. Fantastic vibe. Tasty drinks.  I had an Orange Infused Dark Chocolate Mocha on recommendation and I am craving another one now.  Yay Austin establishments! This is a one of a kind drink, perfected after two years by the owner, called an Orange Infused Dark Chocolate Mocha.",1
Coffee Shop 13,"It's called Corona Coffee Co., because those who run it are shining stars of the local community. They choose to use only the freshest of locally sourced good - to create some of the most delicious, delectable and amazing drinks, snacks and meals around Austin. A true diamond in the rough; Corona Cafe will continue to excel as a place where the customer comes first and freshness is guaranteed.",1
Coffee Shop 13,"Love this place! Came here on my first day of my Austin trip, and will be coming back every day to get me going. I was warmly greeted and quickly became friendly with Naiman, Bridget, and Dabne. Absolutely feels like your friends' place, making you drinks!  That said, if you want to study/work, and not chat with people, you should probably bring headphones. Obviously I like the community and conversation.  I recommend the green tea chai latte, and one of their specialties, the Harvest Moon-- honey hazelnut latte. But all of their specialty drinks sound divine!  Food wise, they stock lots of yummy local muffins, sandwiches, burritos, etc. I loved their tomato-mozzarella sandwich, but I hear their breakfast tacos are rad. Gonna have to get one tomorrow.  If you're looking for good drinks, friends, and ambience, I can't recommend this place more! :)",1
Coffee Shop 13,Vanilla team soda tastes yummy! I will come back just for the drink. The sandwiches are okay. I won't get them again though.,1
Coffee Shop 13,"I have been to pretty much every locally owned coffee shop in Austin, and this one definitely exceeds my usual expectations by a long shot. All of their flavors and syrups are made by them, and they are really amazing flavors, like blackberry and lavender. I had the blackberry white mocha and my sister had the salted caramel latte/mocha (I forget which!). Both were really, really delicious. I like coffee drinks that don't have an overpowering taste of coffee, and are more flavorful than outright sweet. The drinks weren't just loaded with sugar, but carefully made to taste delicious and refreshing. I seriously cannot wait to go back. It's a tiny little place in a small shopping center, so parking could definitely be an issue, but there were tons of spot on the late weekday afternoon I went. Thanks to the barista for being so great as well!  Oh, and their muffins are really good. I'm not sure if they were homemade or vegan, but they tasted like they were both. Yum! Beware, they close at 5pm on weekdays.",1
